0; cd; 100; 0; 0; 
0; {c}; 100; 1; 0; 
0; {a}; 100; 1; 0; 
0; abcd; 0; 40; 20; 
0; ab; 100; 0; 0; 
0; {a,b}; 50; 50; 0; 
0; {b}; 100; 1; 0; 
0; {d}; 100; 1; 0; 
0; {a,b,c,d}; 100; 1; 0; 
0; {c,d}; 50; 50; 0; 
1; {a}; 104; 1; 0; 
1; {a,b}; 50; 50; 0; 
1; abcd; 0; 44; 20; 
1; {d}; 100; 1; 0; 
1; ab; 100; 0; 0; 
1; {a,b,c,d}; 100; 1; 0; 
1; {c}; 100; 1; 0; 
1; {c,d}; 54; 50; 0; 
1; cd; 104; 0; 0; 
1; {b}; 104; 1; 0; 
2; {a,b,c,d}; 100; 1; 0; 
2; ab; 100; 0; 0; 
2; {b}; 108; 1; 0; 
2; {a,b}; 50; 50; 0; 
2; abcd; 0; 48; 20; 
2; {c,d}; 54; 54; 0; 
2; {d}; 100; 1; 0; 
2; {a}; 108; 1; 0; 
2; cd; 108; 0; 0; 
2; {c}; 100; 1; 0; 
3; ab; 100; 0; 0; 
3; {b}; 111; 1; 0; 
3; abcd; 0; 51; 20; 
3; {a,b,c,d}; 100; 1; 0; 
3; {c,d}; 54; 57; 0; 
3; {a,b}; 50; 50; 0; 
3; cd; 111; 0; 0; 
3; {d}; 100; 1; 0; 
3; {a}; 111; 1; 0; 
3; {c}; 100; 1; 0; 
4; {b}; 111; 1; 0; 
4; abcd; 0; 51; 24; 
4; {d}; 100; 1; 0; 
4; {a}; 111; 1; 0; 
4; ab; 104; 0; 0; 
4; cd; 115; 0; 0; 
4; {c,d}; 58; 57; 0; 
4; {a,b}; 50; 54; 0; 
4; {c}; 100; 1; 0; 
4; {a,b,c,d}; 100; 1; 0; 
5; {a,b,c,d}; 100; 1; 0; 
5; cd; 119; 0; 0; 
5; {c,d}; 62; 57; 0; 
5; {c}; 100; 1; 0; 
5; {b}; 115; 1; 0; 
5; ab; 104; 0; 0; 
5; abcd; 0; 55; 24; 
5; {a,b}; 50; 54; 0; 
5; {a}; 115; 1; 0; 
5; {d}; 100; 1; 0; 
6; {a}; 115; 1; 0; 
6; cd; 119; 0; 0; 
6; {a,b}; 50; 54; 0; 
6; {b}; 115; 1; 0; 
6; ab; 104; 0; 0; 
6; {a,b,c,d}; 100; 1; 0; 
6; {c}; 100; 1; 0; 
6; abcd; 0; 55; 24; 
6; {c,d}; 62; 57; 0; 
6; {d}; 100; 1; 0; 
7; ab; 104; 0; 0; 
7; {c,d}; 66; 57; 0; 
